37,41,16,1.46479e-017,0
38,41,16,1.59266e-016,0
39,41,16,1.27212e-015,0
40,41,16,7.4642e-015,0
41,41,16,3.2173e-014,0
42,41,16,1.01871e-013,0
43,41,16,2.36955e-013,0
44,41,16,4.04886e-013,0
45,41,16,5.08221e-013,0
46,41,16,4.68624e-013,0
47,41,16,3.17431e-013,0
48,41,16,1.57952e-013,0
49,41,16,5.77371e-014,0
50,41,16,1.55038e-014,0
51,41,16,3.05825e-015,0
52,41,16,4.4316e-016,0
53,41,16,4.71738e-017,0
54,41,16,3.68888e-018,0
37,42,16,1.85937e-016,0
38,42,16,2.0217e-015,0
39,42,16,1.6148e-014,0
40,42,16,9.47492e-014,0
41,42,16,4.08398e-013,0
42,42,16,1.29314e-012,0
43,42,16,3.00787e-012,0
44,42,16,5.13955e-012,0
45,42,16,6.45126e-012,0
46,42,16,5.94863e-012,0
47,42,16,4.02941e-012,0
48,42,16,2.00501e-012,0
49,42,16,7.32904e-013,0
50,42,16,1.96802e-013,0
51,42,16,3.88209e-014,0
52,42,16,5.62539e-015,0
53,42,16,5.98815e-016,0
54,42,16,4.68259e-017,0
37,43,16,1.73385e-015,0
38,43,16,1.88522e-014,0
39,43,16,1.50579e-013,0
40,43,16,8.83527e-013,0
41,43,16,3.80828e-012,0
42,43,16,1.20584e-011,0
43,43,16,2.80481e-011,0
44,43,16,4.79258e-011,0
45,43,16,6.01574e-011,0
46,43,16,5.54704e-011,0
47,43,16,3.75738e-011,0
48,43,16,1.86966e-011,0
49,43,16,6.83426e-012,0
50,43,16,1.83516e-012,0
51,43,16,3.62001e-013,0
52,43,16,5.24563e-014,0
53,43,16,5.58389e-015,0
54,43,16,4.36648e-016,0
37,44,16,1.1877e-014,0
38,44,16,1.29139e-013,0
39,44,16,1.03148e-012,0
40,44,16,6.05225e-012,0
41,44,16,2.60871e-011,0
42,44,16,8.26011e-011,0
43,44,16,1.92132e-010,0
44,44,16,3.28297e-010,0
45,44,16,4.12084e-010,0
46,44,16,3.79978e-010,0
47,44,16,2.57384e-010,0
48,44,16,1.28073e-010,0
49,44,16,4.68154e-011,0
50,44,16,1.2571e-011,0
51,44,16,2.47974e-012,0
52,44,16,3.59331e-013,0
53,44,16,3.82502e-014,0
54,44,16,2.99108e-015,0
37,45,16,5.97665e-014,0
38,45,16,6.49843e-013,0
39,45,16,5.19052e-012,0
40,45,16,3.04556e-011,0
41,45,16,1.31273e-010,0
42,45,16,4.15658e-010,0
43,45,16,9.6683e-010,0
44,45,16,1.65202e-009,0
45,45,16,2.07365e-009,0
46,45,16,1.91209e-009,0
47,45,16,1.29519e-009,0
48,45,16,6.44479e-010,0
49,45,16,2.3558e-010,0
50,45,16,6.32589e-011,0
51,45,16,1.24783e-011,0
52,45,16,1.80819e-012,0
53,45,16,1.9248e-013,0
54,45,16,1.50514e-014,0
37,46,16,2.20933e-013,0
38,46,16,2.40221e-012,0
39,46,16,1.91873e-011,0
40,46,16,1.12582e-010,0
41,46,16,4.85264e-010,0
42,46,16,1.53652e-009,0
43,46,16,3.57399e-009,0
44,46,16,6.10688e-009,0
45,46,16,7.66546e-009,0
46,46,16,7.06822e-009,0
47,46,16,4.78779e-009,0
48,46,16,2.38238e-009,0
49,46,16,8.70846e-010,0
50,46,16,2.33843e-010,0
51,46,16,4.61274e-011,0
52,46,16,6.68415e-012,0
53,46,16,7.1152e-013,0
54,46,16,5.56391e-014,0
37,47,16,5.9995e-013,0
38,47,16,6.52328e-012,0
39,47,16,5.21037e-011,0
40,47,16,3.0572e-010,0
41,47,16,1.31775e-009,0
42,47,16,4.17248e-009,0
43,47,16,9.70528e-009,0
44,47,16,1.65834e-008,0
45,47,16,2.08158e-008,0
46,47,16,1.9194e-008,0
47,47,16,1.30014e-008,0
48,47,16,6.46944e-009,0
49,47,16,2.36481e-009,0
50,47,16,6.35008e-010,0
51,47,16,1.25261e-010,0
52,47,16,1.81511e-011,0
53,47,16,1.93215e-012,0
54,47,16,1.5109e-013,0
37,48,16,1.19681e-012,0
38,48,16,1.30129e-011,0
39,48,16,1.03939e-010,0
40,48,16,6.09864e-010,0
41,48,16,2.6287e-009,0
42,48,16,8.32343e-009,0
43,48,16,1.93605e-008,0
44,48,16,3.30813e-008,0
45,48,16,4.15242e-008,0
46,48,16,3.8289e-008,0
47,48,16,2.59357e-008,0
48,48,16,1.29055e-008,0
49,48,16,4.71742e-009,0
50,48,16,1.26674e-009,0
51,48,16,2.49875e-010,0
52,48,16,3.62084e-011,0
53,48,16,3.85434e-012,0
54,48,16,3.014e-013,0
37,49,16,1.75382e-012,0
38,49,16,1.90693e-011,0
39,49,16,1.52313e-010,0
40,49,16,8.93703e-010,0
41,49,16,3.85214e-009,0
42,49,16,1.21973e-008,0
43,49,16,2.83711e-008,0
44,49,16,4.84778e-008,0
45,49,16,6.08502e-008,0
46,49,16,5.61092e-008,0
47,49,16,3.80066e-008,0
48,49,16,1.89119e-008,0
49,49,16,6.91298e-009,0
50,49,16,1.8563e-009,0
51,49,16,3.6617e-010,0
52,49,16,5.30604e-011,0
53,49,16,5.64822e-012,0
54,49,16,4.41676e-013,0
37,50,16,1.88798e-012,0
38,50,16,2.0528e-011,0
39,50,16,1.63965e-010,0
40,50,16,9.62069e-010,0
41,50,16,4.14681e-009,0
42,50,16,1.31303e-008,0
43,50,16,3.05414e-008,0
44,50,16,5.21862e-008,0
45,50,16,6.55051e-008,0
46,50,16,6.04014e-008,0
47,50,16,4.0914e-008,0
48,50,16,2.03586e-008,0
49,50,16,7.4418e-009,0
50,50,16,1.9983e-009,0
51,50,16,3.94181e-010,0
52,50,16,5.71194e-011,0
53,50,16,6.08028e-012,0
54,50,16,4.75463e-013,0
37,51,16,1.49301e-012,0
38,51,16,1.62335e-011,0
39,51,16,1.29663e-010,0
40,51,16,7.60803e-010,0
41,51,16,3.2793e-009,0
42,51,16,1.03835e-008,0
43,51,16,2.41521e-008,0
44,51,16,4.12688e-008,0
45,51,16,5.18013e-008,0
46,51,16,4.77653e-008,0
47,51,16,3.23547e-008,0
48,51,16,1.60996e-008,0
49,51,16,5.88497e-009,0
50,51,16,1.58025e-009,0
51,51,16,3.11718e-010,0
52,51,16,4.51699e-011,0
53,51,16,4.80828e-012,0
54,51,16,3.75995e-013,0
37,52,16,8.67326e-013,0
38,52,16,9.43045e-012,0
39,52,16,7.53243e-011,0
40,52,16,4.41968e-010,0
41,52,16,1.90502e-009,0
42,52,16,6.03199e-009,0
43,52,16,1.40305e-008,0
44,52,16,2.3974e-008,0
45,52,16,3.00926e-008,0
46,52,16,2.7748e-008,0
47,52,16,1.87956e-008,0
48,52,16,9.35262e-009,0
49,52,16,3.41872e-009,0
50,52,16,9.18006e-010,0
51,52,16,1.81084e-010,0
52,52,16,2.62403e-011,0
53,52,16,2.79324e-012,0
54,52,16,2.18424e-013,0
37,53,16,3.70129e-013,0
38,53,16,4.02442e-012,0
39,53,16,3.21445e-011,0
40,53,16,1.88609e-010,0
41,53,16,8.12962e-010,0
42,53,16,2.57414e-009,0
43,53,16,5.9875e-009,0
44,53,16,1.02309e-008,0
45,53,16,1.28419e-008,0
46,53,16,1.18414e-008,0
47,53,16,8.02098e-009,0
48,53,16,3.99121e-009,0
49,53,16,1.45893e-009,0
50,53,16,3.91757e-010,0
51,53,16,7.72773e-011,0
52,53,16,1.1198e-011,0
53,53,16,1.19201e-012,0
54,53,16,9.32121e-014,0
37,54,16,1.16032e-013,0
38,54,16,1.26161e-012,0
39,54,16,1.0077e-011,0
40,54,16,5.9127e-011,0
41,54,16,2.54856e-010,0
42,54,16,8.06967e-010,0
43,54,16,1.87702e-009,0
44,54,16,3.20727e-009,0
45,54,16,4.02582e-009,0
46,54,16,3.71216e-009,0
47,54,16,2.5145e-009,0
48,54,16,1.2512e-009,0
49,54,16,4.5736e-010,0
50,54,16,1.22812e-010,0
51,54,16,2.42256e-011,0
52,54,16,3.51046e-012,0
53,54,16,3.73683e-013,0
54,54,16,2.92211e-014,0
37,55,16,2.6721e-014,0
